character	guide_name	genename	initial_library	LB_1	LB_2	BE_1	BE_2	killing_1	killing_2	M9_1	M9_2	MOPS_1	MOPS_2
essential_in_mops	b1629_rsxC_997_1707915_1707908_+	rsxC	1524	474	425	284	325	276	383	1167	1075	222	367
essential_in_mops	b1629_rsxC_997_1707915_1707909_+	rsxC	1339	904	662	812	829	456	628	211	152	225	291
essential_in_mops	b1629_rsxC_997_1707915_1707911_+	rsxC	3391	922	786	821	774	326	405	29	2	17	7
essential_in_mops	b1629_rsxC_1044_1707962_1707950_-	rsxC	2413	1626	1258	1689	1842	1984	3246	1310	1748	937	2454
essential_in_mops	b1629_rsxC_3_1706921_1706909_-	rsxC	2293	1675	1286	1625	1713	320	417	197	36	155	71
essential_in_both	b1638_pdxH_22_1717986_1717972_-	pdxH	1211	661	549	423	488	65	62	48	29	65	48
essential_in_both	b1638_pdxH_25_1717983_1717970_-	pdxH	1645	669	550	351	356	31	27	1	0	1	0
essential_in_both	b1638_pdxH_114_1717894_1717887_+	pdxH	6021	1335	1027	497	427	72	75	13	3	23	1
essential_in_both	b1638_pdxH_187_1717821_1717806_-	pdxH	1006	328	249	120	159	6	10	0	0	0	0
essential_in_both	b1638_pdxH_274_1717734_1717720_-	pdxH	398	309	256	298	325	56	65	1	2	0	3
essential_in_both	b1638_pdxH_315_1717693_1717686_+	pdxH	1319	781	514	440	415	48	45	7	0	8	6
essential_in_both	b1638_pdxH_3_1718005_1717999_+	pdxH	1687	708	503	333	366	30	32	33	18	45	21
essential_in_both	b1638_pdxH_3_1718005_1717998_+	pdxH	1508	906	663	653	589	183	206	150	82	144	166
non-essential	b1642_slyA_47_1720778_1720774_+	slyA	4992	3872	2745	3230	3120	2653	2668	1584	1174	2472	2321
non-essential	b1642_slyA_47_1720778_1720772_+	slyA	3544	1965	1586	1274	1318	4531	6601	5020	29809	7627	19781
non-essential	b1642_slyA_91_1720734_1720720_-	slyA	1563	1139	879	1249	1214	2149	2659	3423	3210	5166	6629
non-essential	b1642_slyA_124_1720701_1720687_-	slyA	1567	1255	1023	1159	1190	1412	1517	2572	2350	3512	4216
non-essential	b1642_slyA_139_1720686_1720672_-	slyA	3162	2709	1923	2681	2546	1845	1708	1605	1187	1882	2164
non-essential	b1642_slyA_139_1720686_1720671_-	slyA	4634	3320	2495	2862	3039	750	730	462	171	589	312
non-essential	b1642_slyA_145_1720680_1720665_-	slyA	1223	708	492	477	445	291	338	179	200	304	404
non-essential	b1642_slyA_151_1720674_1720659_-	slyA	1468	1228	927	1358	1349	1695	2012	1214	1368	1022	1894
non-essential	b1642_slyA_178_1720647_1720634_-	slyA	1261	904	693	998	926	78	119	7	4	7	12
non-essential	b1642_slyA_205_1720620_1720608_-	slyA	1275	796	653	597	628	541	622	903	2082	871	1782
non-essential	b1642_slyA_205_1720620_1720607_-	slyA	1211	765	617	607	598	1009	1141	1019	1281	1488	2447
non-essential	b1664_ydhQ_43_1746085_1746073_-	ydhQ	1198	850	646	847	782	192	174	8	3	15	3
non-essential	b1664_ydhQ_43_1746085_1746072_-	ydhQ	426	155	143	103	77	10	10	0	0	0	1
non-essential	b1664_ydhQ_43_1746085_1746070_-	ydhQ	490	305	269	275	361	124	137	17	7	39	36
non-essential	b1664_ydhQ_79_1746049_1746037_-	ydhQ	3374	1711	1313	1258	1115	137	129	25	105	53	209
non-essential	b1664_ydhQ_79_1746049_1746035_-	ydhQ	4869	3608	2855	3998	4215	3779	4258	2245	1373	1950	2355
non-essential	b1664_ydhQ_190_1745938_1745926_-	ydhQ	1217	798	667	742	806	353	344	614	455	618	957
non-essential	b1664_ydhQ_190_1745938_1745925_-	ydhQ	1075	551	534	435	535	330	387	605	708	855	1430
non-essential	b1664_ydhQ_250_1745878_1745866_-	ydhQ	666	266	244	118	124	70	73	89	45	122	131
non-essential	b1664_ydhQ_418_1745710_1745696_-	ydhQ	2508	1913	1486	1852	1877	2215	2412	542	532	705	1138
non-essential	b1664_ydhQ_418_1745710_1745695_-	ydhQ	3259	2359	1881	2273	2441	968	901	206	108	259	165
non-essential	b1664_ydhQ_3_1746125_1746119_+	ydhQ	1966	1371	1065	1247	1410	2194	2651	4815	4173	4143	7080
non-essential	b1669_ydhT_13_1749547_1749535_-	ydhT	961	315	234	181	142	114	116	385	135	223	229
non-essential	b1669_ydhT_25_1749535_1749523_-	ydhT	5492	3925	3445	3990	4704	2080	2434	906	1237	1205	1441
non-essential	b1669_ydhT_25_1749535_1749522_-	ydhT	5704	2455	1944	1588	1653	437	464	661	119	89	256
non-essential	b1669_ydhT_25_1749535_1749520_-	ydhT	4465	3525	2703	3391	3538	2298	2395	1883	868	1503	1803
non-essential	b1669_ydhT_32_1749528_1749521_+	ydhT	3585	1633	1197	1091	1046	596	767	608	778	871	1338
non-essential	b1669_ydhT_59_1749501_1749494_+	ydhT	495	321	247	303	377	177	279	150	137	236	264
non-essential	b1669_ydhT_199_1749361_1749347_-	ydhT	2075	1247	1042	1058	1100	160	197	21	15	26	36
non-essential	b1669_ydhT_259_1749301_1749289_-	ydhT	986	714	679	816	908	194	246	30	16	40	34
non-essential	b1669_ydhT_259_1749301_1749286_-	ydhT	1323	953	824	980	1157	1095	1616	877	1341	793	2005
non-essential	b1669_ydhT_340_1749220_1749208_-	ydhT	1670	661	594	516	501	623	817	366	618	319	707
non-essential	b1669_ydhT_340_1749220_1749207_-	ydhT	2506	1508	1219	1647	1660	423	540	118	29	178	45
non-essential	b1669_ydhT_3_1749557_1749552_+	ydhT	1827	277	239	281	335	69	72	1	5	3	14
non-essential	b1669_ydhT_3_1749557_1749550_+	ydhT	1043	26	23	7	3	0	0	0	0	0	0
non-essential	b1697_ydiQ_103_1779719_1779712_+	ydiQ	887	458	288	345	295	165	239	378	108	232	261
non-essential	b1697_ydiQ_136_1779752_1779745_+	ydiQ	1622	1262	996	1094	1072	503	594	225	302	260	539
non-essential	b1697_ydiQ_136_1779752_1779748_+	ydiQ	2897	1873	1464	1629	1698	661	666	85	119	156	186
non-essential	b1697_ydiQ_193_1779809_1779803_+	ydiQ	1802	213	184	146	204	62	69	25	4	39	7
non-essential	b1697_ydiQ_253_1779869_1779862_+	ydiQ	1624	1368	1057	1204	1360	2774	3357	854	2743	1219	2197
non-essential	b1697_ydiQ_262_1779878_1779873_+	ydiQ	1489	1109	813	890	842	471	525	28	50	100	93
non-essential	b1697_ydiQ_373_1779989_1779984_+	ydiQ	2419	1440	1158	1171	1326	847	1063	1099	976	987	1485
non-essential	b1697_ydiQ_373_1779989_1779985_+	ydiQ	2940	1955	1455	1555	1573	1628	1953	6680	8475	3242	3334
non-essential	b1697_ydiQ_376_1779992_1779988_+	ydiQ	1466	1139	943	1000	1171	489	551	92	109	124	150
non-essential	b1697_ydiQ_3_1779619_1779605_-	ydiQ	1800	996	795	701	772	108	122	16	29	28	30
non-essential	b1697_ydiQ_3_1779619_1779607_-	ydiQ	1188	738	578	588	587	614	765	444	238	427	588
essential_in_mops	b1712_ihfA_127_1795426_1795414_-	ihfA	3603	2264	1914	2017	2143	373	365	1416	66	140	144
essential_in_mops	b1712_ihfA_127_1795426_1795413_-	ihfA	3623	1762	1359	1053	994	269	269	34	48	76	93
non-essential	b1723_pfkB_61_1806430_1806423_+	pfkB	1776	1119	823	858	895	1458	1994	1055	1541	1290	1429
non-essential	b1723_pfkB_61_1806430_1806424_+	pfkB	1934	1452	1115	1337	1414	846	787	322	201	511	440
non-essential	b1723_pfkB_263_1806632_1806617_-	pfkB	3447	1920	1405	1546	1430	1174	1266	1526	1639	1140	1523
non-essential	b1723_pfkB_271_1806640_1806636_+	pfkB	1136	491	376	330	302	34	65	8	37	4	25
non-essential	b1723_pfkB_307_1806676_1806671_+	pfkB	1485	636	504	373	386	48	60	0	12	0	28
non-essential	b1723_pfkB_358_1806727_1806720_+	pfkB	1462	510	393	289	240	154	165	47	110	80	264
non-essential	b1723_pfkB_370_1806739_1806732_+	pfkB	1189	895	769	779	1123	955	1441	497	800	628	598
non-essential	b1723_pfkB_451_1806820_1806813_+	pfkB	1305	781	679	559	592	665	846	5086	1529	740	862
non-essential	b1723_pfkB_451_1806820_1806815_+	pfkB	2433	1505	1086	1156	1050	1540	1818	4601	1862	2025	1998
non-essential	b1723_pfkB_3_1806372_1806357_-	pfkB	2656	1002	766	471	489	353	560	734	331	369	696
non-essential	b1723_pfkB_3_1806372_1806358_-	pfkB	1815	884	811	590	748	896	1383	1030	2982	1208	2431
non-essential	b1806_yeaY_10_1890523_1890508_-	yeaY	1591	1070	871	887	935	202	186	111	24	6	28
non-essential	b1806_yeaY_112_1890421_1890408_-	yeaY	1972	822	697	604	589	55	95	5	55	2	159
non-essential	b1806_yeaY_112_1890421_1890407_-	yeaY	1806	1122	946	970	1149	1185	1530	400	961	627	1168
non-essential	b1806_yeaY_112_1890421_1890406_-	yeaY	1392	807	534	692	621	41	79	3	48	5	137
non-essential	b1806_yeaY_115_1890418_1890404_-	yeaY	1812	1283	963	1153	1145	502	566	72	198	69	123
non-essential	b1806_yeaY_145_1890388_1890374_-	yeaY	1725	1329	1037	1395	1471	1272	1580	450	778	653	1508
non-essential	b1806_yeaY_145_1890388_1890373_-	yeaY	1482	867	744	663	782	239	347	82	73	103	184
non-essential	b1806_yeaY_160_1890373_1890361_-	yeaY	3670	2126	1767	1730	1922	1274	1697	261	440	372	645
non-essential	b1806_yeaY_160_1890373_1890360_-	yeaY	2270	1500	1211	1299	1391	329	368	22	19	20	29
non-essential	b1806_yeaY_160_1890373_1890358_-	yeaY	2362	236	149	175	141	87	81	135	0	18	0
non-essential	b1806_yeaY_202_1890331_1890318_-	yeaY	1011	747	764	772	952	486	748	548	225	464	437
non-essential	b1806_yeaY_205_1890328_1890314_-	yeaY	2327	1996	1463	1778	1993	1884	2415	3057	2326	1589	2643
non-essential	b1806_yeaY_205_1890328_1890313_-	yeaY	2146	1810	1272	1437	1557	1277	1436	823	737	1277	1595
essential_in_m9	b1812_pabB_38_1894842_1894827_-	pabB	7105	2011	1554	1422	1593	598	709	27	18	32	9
essential_in_m9	b1812_pabB_89_1894893_1894879_-	pabB	5151	3887	3171	4172	4380	4536	5509	7466	5114	6073	9070
essential_in_m9	b1812_pabB_241_1895045_1895038_+	pabB	4479	2491	1920	1871	1878	918	997	509	319	393	562
essential_in_m9	b1812_pabB_241_1895045_1895040_+	pabB	4839	4101	2921	4242	4101	8557	9730	6658	6869	6704	9911
essential_in_m9	b1812_pabB_250_1895054_1895048_+	pabB	2539	1919	1392	1562	1542	463	394	341	173	174	119
essential_in_m9	b1812_pabB_250_1895054_1895050_+	pabB	2716	2062	1735	2155	2410	3421	4327	10867	11988	5768	7874
essential_in_m9	b1812_pabB_253_1895057_1895053_+	pabB	3529	2680	2163	2110	2241	3496	4341	1268	475	738	921
essential_in_m9	b1812_pabB_307_1895111_1895104_+	pabB	2902	2014	1458	1652	1634	658	648	405	201	506	462
essential_in_m9	b1812_pabB_307_1895111_1895105_+	pabB	2263	1570	1450	1632	1771	4046	5493	2672	2467	3045	5086
essential_in_m9	b1812_pabB_307_1895111_1895106_+	pabB	2564	1837	1407	1879	1995	3862	4671	3042	2180	2743	3817
essential_in_m9	b1812_pabB_379_1895183_1895178_+	pabB	2256	1505	1265	1526	1772	2532	3396	7485	3087	2363	4122
essential_in_m9	b1812_pabB_379_1895183_1895179_+	pabB	4662	2751	2200	2199	2508	1622	1820	991	1284	1099	1970
essential_in_m9	b1812_pabB_422_1895226_1895211_-	pabB	2721	2099	1791	2204	2473	2657	3526	2533	2480	1910	3604
essential_in_m9	b1812_pabB_497_1895301_1895287_-	pabB	2373	1823	1537	1849	2106	2098	2776	4448	3837	2406	3219
essential_in_m9	b1812_pabB_508_1895312_1895307_+	pabB	1226	690	489	481	449	148	120	3	2	9	8
essential_in_m9	b1812_pabB_508_1895312_1895308_+	pabB	2084	1147	871	1061	984	279	264	68	58	110	62
essential_in_m9	b1812_pabB_511_1895315_1895311_+	pabB	1804	1222	922	845	938	322	392	286	340	392	715
essential_in_m9	b1812_pabB_551_1895355_1895341_-	pabB	2274	1883	1394	1804	1892	1256	1339	100	99	95	61
essential_in_m9	b1812_pabB_551_1895355_1895343_-	pabB	3682	1394	1124	1049	1113	330	368	4	4	2	3
essential_in_m9	b1812_pabB_553_1895357_1895351_+	pabB	2320	1592	1203	1601	1627	926	1052	559	682	586	1362
essential_in_m9	b1812_pabB_553_1895357_1895353_+	pabB	643	520	397	466	500	321	323	226	144	301	346
essential_in_m9	b1812_pabB_595_1895399_1895394_+	pabB	1822	1237	889	1407	1301	1266	1335	696	814	892	1400
essential_in_m9	b1812_pabB_601_1895405_1895399_+	pabB	787	350	283	281	351	163	205	17	10	23	11
essential_in_m9	b1812_pabB_601_1895405_1895401_+	pabB	2432	574	548	354	352	66	56	2	0	4	0
essential_in_m9	b1812_pabB_680_1895484_1895469_-	pabB	3679	2641	1952	2272	2231	2590	3502	2628	2703	2002	4289
essential_in_m9	b1812_pabB_680_1895484_1895470_-	pabB	1991	1167	966	868	1001	758	1032	406	258	399	475
essential_in_mops	b1844_exoX_37_1926156_1926149_+	exoX	2106	1743	1367	1779	1789	1481	1921	1410	1021	1421	2248
essential_in_mops	b1844_exoX_37_1926156_1926151_+	exoX	1606	1125	910	999	1086	555	644	580	532	622	973
essential_in_mops	b1844_exoX_189_1926308_1926296_-	exoX	1882	1495	1134	1437	1424	404	513	116	257	181	459
essential_in_mops	b1844_exoX_227_1926346_1926332_-	exoX	1964	1055	893	944	991	1460	1934	758	783	854	1118
essential_in_mops	b1844_exoX_287_1926406_1926391_-	exoX	4812	3513	2965	3714	4252	6495	8233	9789	14089	8780	12971
essential_in_mops	b1844_exoX_320_1926439_1926426_-	exoX	1308	1040	770	995	1016	1493	1625	1148	1269	1489	2100
essential_in_mops	b1844_exoX_3_1926122_1926107_-	exoX	6891	5643	4090	5591	5888	6236	6926	4688	4143	4856	7655
essential_in_mops	b1844_exoX_3_1926122_1926110_-	exoX	3175	1267	997	676	646	269	280	123	109	191	298
non-essential	b1923_fliC_43_2003564_2003550_-	fliC	761	347	253	275	313	116	142	194	50	251	129
non-essential	b1923_fliC_64_2003543_2003530_-	fliC	2213	1117	985	913	1029	1341	1713	2046	1741	1960	2707
non-essential	b1923_fliC_142_2003465_2003452_-	fliC	5080	1595	1227	679	732	390	478	109	97	66	216
non-essential	b1923_fliC_187_2003420_2003408_-	fliC	1483	957	756	919	953	1355	1668	2710	2071	1774	2933
non-essential	b1923_fliC_226_2003381_2003369_-	fliC	4982	3009	2476	2661	2854	1226	1245	519	373	805	593
non-essential	b1923_fliC_226_2003381_2003367_-	fliC	3726	2801	2245	2739	3176	4493	5403	5844	4387	8422	9131
non-essential	b1923_fliC_268_2003339_2003325_-	fliC	704	612	455	680	714	553	578	235	211	255	527
non-essential	b1923_fliC_385_2003222_2003210_-	fliC	2074	1558	1209	1744	1757	1368	1491	228	163	314	297
non-essential	b1923_fliC_385_2003222_2003209_-	fliC	1783	1463	1049	1291	1362	1516	1790	1262	1270	1876	2192
non-essential	b1923_fliC_385_2003222_2003207_-	fliC	2784	2087	1638	2355	2501	1111	1136	51	23	62	49
non-essential	b1923_fliC_391_2003216_2003201_-	fliC	2460	1002	834	597	679	208	289	451	346	458	646
non-essential	b1923_fliC_439_2003168_2003156_-	fliC	1902	1547	1225	1582	1625	1774	2148	1710	1083	1725	2183
non-essential	b1923_fliC_460_2003147_2003135_-	fliC	1525	821	505	638	581	558	445	575	286	553	620
non-essential	b1955_yedP_13_2025523_2025516_+	yedP	1411	604	573	476	557	757	958	1275	726	870	1464
non-essential	b1955_yedP_77_2025587_2025573_-	yedP	2174	1262	1072	1099	1145	206	231	31	6	30	29
non-essential	b1955_yedP_79_2025589_2025583_+	yedP	5342	4482	3376	4701	4744	2910	3039	2902	1949	3052	3227
non-essential	b1955_yedP_190_2025700_2025696_+	yedP	2235	1834	1367	1535	1676	465	498	221	96	198	174
non-essential	b1955_yedP_229_2025739_2025733_+	yedP	4136	2974	2416	2872	3110	3676	4078	15033	16206	6119	9337
non-essential	b1955_yedP_229_2025739_2025734_+	yedP	2626	1583	1245	1317	1431	1486	1453	3922	3474	3415	4354
non-essential	b1955_yedP_241_2025751_2025744_+	yedP	3374	1734	1478	1538	1775	150	188	21	38	42	32
non-essential	b1955_yedP_241_2025751_2025747_+	yedP	1427	1128	789	1192	1124	146	131	22	9	41	24
non-essential	b1955_yedP_245_2025755_2025741_-	yedP	3245	2628	2032	2515	2550	2838	2978	2639	2520	3355	4398
non-essential	b1955_yedP_245_2025755_2025742_-	yedP	3208	2627	2135	2423	2631	2808	2971	4512	3464	3842	4820
non-essential	b1955_yedP_386_2025896_2025884_-	yedP	3435	2700	2074	2464	2734	5467	6651	10259	6368	4662	5505
non-essential	b1955_yedP_406_2025916_2025911_+	yedP	2735	2033	1595	2319	2284	224	196	6	0	6	0
non-essential	b1961_dcm_4_2032314_2032302_-	dcm	1309	218	179	177	148	5	5	0	0	0	0
non-essential	b1961_dcm_106_2032212_2032200_-	dcm	2500	1056	796	476	492	66	63	0	0	2	0
non-essential	b1961_dcm_106_2032212_2032199_-	dcm	1990	1300	1072	1287	1318	44	54	2	1	2	0
non-essential	b1961_dcm_106_2032212_2032197_-	dcm	1971	1328	1023	1043	1118	128	162	6	6	2	15
non-essential	b1961_dcm_179_2032139_2032132_+	dcm	2191	1499	1234	1317	1501	458	491	107	111	131	178
non-essential	b1961_dcm_325_2031993_2031980_-	dcm	701	191	157	108	127	23	38	0	0	0	0
non-essential	b1961_dcm_325_2031993_2031978_-	dcm	703	509	373	506	446	164	137	16	24	13	57
non-essential	b1961_dcm_347_2031971_2031966_+	dcm	2793	1533	1300	1119	1338	1917	2607	12113	8059	3295	5571
non-essential	b1961_dcm_487_2031831_2031816_-	dcm	1918	1447	1146	1174	1331	1135	1298	1270	1172	1273	2169
non-essential	b1961_dcm_532_2031786_2031774_-	dcm	1904	1257	975	1282	1394	401	482	336	226	293	367
non-essential	b1961_dcm_532_2031786_2031771_-	dcm	1313	845	637	740	740	676	770	966	1621	915	1105
non-essential	b1961_dcm_604_2031714_2031699_-	dcm	5091	4361	3162	3893	3984	6480	7136	4980	4141	5544	7059
non-essential	b1961_dcm_700_2031618_2031605_-	dcm	1743	1176	909	1093	1234	603	676	1693	558	1030	1061
non-essential	b1968_hprS_80_2038073_2038069_+	hprS	4056	3107	2427	3250	3307	2311	2353	606	210	831	444
non-essential	b1968_hprS_81_2038072_2038065_+	hprS	706	435	419	315	400	176	175	23	232	21	141
non-essential	b1968_hprS_116_2038037_2038030_+	hprS	1365	1095	910	1186	1238	512	542	318	164	327	335
non-essential	b1968_hprS_160_2037993_2037981_-	hprS	2067	1230	935	995	976	410	560	104	67	169	156
non-essential	b1968_hprS_160_2037993_2037980_-	hprS	1029	375	352	235	268	67	75	35	23	45	58
non-essential	b1968_hprS_160_2037993_2037979_-	hprS	978	519	429	330	395	189	240	56	95	91	198
non-essential	b1968_hprS_160_2037993_2037978_-	hprS	1385	927	713	746	814	879	772	679	615	915	999
non-essential	b1968_hprS_385_2037768_2037756_-	hprS	1010	573	458	601	572	589	702	105	93	160	122
non-essential	b1968_hprS_385_2037768_2037753_-	hprS	909	325	239	217	211	200	182	0	2	3	0
non-essential	b1968_hprS_466_2037687_2037674_-	hprS	902	281	235	268	275	72	81	13	0	2	3
non-essential	b1968_hprS_607_2037546_2037534_-	hprS	3126	1896	1334	1402	1399	1079	1207	3570	768	2000	1787
non-essential	b1968_hprS_658_2037495_2037481_-	hprS	863	733	515	608	561	205	229	42	17	63	30
non-essential	b1972_msrQ_19_2040501_2040497_+	msrQ	4326	3266	2556	3339	3605	2924	3576	6914	8286	3916	5681
non-essential	b1972_msrQ_29_2040511_2040496_-	msrQ	7614	5979	4504	5393	5629	3941	4505	2279	1806	1340	1443
non-essential	b1972_msrQ_29_2040511_2040499_-	msrQ	4377	3659	2709	3508	3578	3635	4104	787	611	857	1175
non-essential	b1972_msrQ_83_2040565_2040550_-	msrQ	5247	4250	3269	4655	4758	5566	6862	7717	10030	8056	11723
non-essential	b1972_msrQ_130_2040612_2040606_+	msrQ	1338	754	698	602	713	175	186	12	5	10	4
non-essential	b1972_msrQ_208_2040690_2040684_+	msrQ	2573	1723	1267	1409	1386	189	222	14	24	18	19
non-essential	b1972_msrQ_248_2040730_2040716_-	msrQ	2704	934	744	574	618	138	131	30	11	60	18
non-essential	b1972_msrQ_248_2040730_2040717_-	msrQ	2113	1201	936	856	868	315	311	90	420	66	44
non-essential	b1972_msrQ_249_2040731_2040719_-	msrQ	1753	589	493	415	376	238	297	28	60	40	134
non-essential	b1972_msrQ_3_2040485_2040471_-	msrQ	1813	1454	967	1222	1188	475	471	93	59	139	96
non-essential	b1974_yodB_22_2042389_2042383_+	yodB	1059	766	685	948	941	2279	2956	3198	2300	3031	3635
non-essential	b1974_yodB_22_2042389_2042384_+	yodB	1062	845	585	856	797	1654	1908	3965	1877	2432	3282
non-essential	b1974_yodB_38_2042405_2042390_-	yodB	660	470	416	483	456	616	780	222	296	382	700
non-essential	b1974_yodB_38_2042405_2042392_-	yodB	751	520	441	501	572	523	727	299	228	337	425
non-essential	b1974_yodB_92_2042459_2042444_-	yodB	2823	2294	1648	2564	2631	3119	3696	6225	4437	4097	4702
non-essential	b1974_yodB_127_2042494_2042490_+	yodB	8186	5483	4483	6311	6895	1747	1689	214	131	260	241
non-essential	b1974_yodB_161_2042528_2042516_-	yodB	2176	402	259	296	320	85	161	72	16	25	41
non-essential	b1974_yodB_236_2042603_2042590_-	yodB	2746	2119	1707	2126	2229	2150	2777	2585	1301	844	1684
non-essential	b1974_yodB_236_2042603_2042591_-	yodB	3406	2731	2210	2894	3114	1669	1863	3088	1223	1584	1185
non-essential	b1974_yodB_238_2042605_2042600_+	yodB	1085	861	678	694	774	759	858	156	584	195	256
non-essential	b1988_nac_58_2061876_2061862_-	nac	4718	3494	2624	3324	3416	5780	6742	12584	10135	10059	15193
non-essential	b1988_nac_85_2061849_2061835_-	nac	2936	1884	1424	1668	1798	941	941	2501	3803	1819	2270
non-essential	b1988_nac_100_2061834_2061820_-	nac	2061	1604	1329	1865	2018	1342	1830	283	240	321	332
non-essential	b1988_nac_100_2061834_2061819_-	nac	4378	3376	2645	3272	3454	2477	3110	515	532	472	551
non-essential	b1988_nac_103_2061831_2061816_-	nac	3033	2250	1896	2278	2414	1634	1873	466	193	397	379
non-essential	b1988_nac_133_2061801_2061788_-	nac	880	782	520	941	842	761	877	605	378	283	434
non-essential	b1988_nac_229_2061705_2061693_-	nac	1671	528	476	376	418	132	161	59	18	74	24
non-essential	b1988_nac_229_2061705_2061691_-	nac	2086	1476	1143	1333	1371	919	999	686	572	951	794
non-essential	b1988_nac_235_2061699_2061684_-	nac	5038	905	742	827	969	1034	1348	359	264	430	515
non-essential	b1988_nac_259_2061675_2061660_-	nac	1673	978	708	789	801	608	713	35	47	29	82
non-essential	b1988_nac_274_2061660_2061645_-	nac	198	191	164	138	136	85	69	21	16	29	13
non-essential	b1988_nac_334_2061600_2061588_-	nac	1798	1406	1098	1277	1466	2892	4047	3118	3052	3516	5777
non-essential	b1988_nac_421_2061513_2061501_-	nac	920	454	320	356	398	396	505	641	601	708	1243
non-essential	b1988_nac_421_2061513_2061499_-	nac	547	459	361	421	435	465	439	708	320	380	670
non-essential	b2008_yeeA_140_2080452_2080448_+	yeeA	6212	4719	3669	4650	4768	2835	2833	2618	2181	1780	1930
non-essential	b2008_yeeA_141_2080451_2080444_+	yeeA	4607	2712	2109	1977	2079	257	257	38	12	88	30
non-essential	b2008_yeeA_262_2080330_2080316_-	yeeA	1300	1047	758	968	1019	469	499	473	216	399	337
non-essential	b2008_yeeA_299_2080293_2080287_+	yeeA	2970	1559	1213	1493	1572	646	831	737	253	584	422
non-essential	b2008_yeeA_299_2080293_2080286_+	yeeA	3108	885	673	710	672	366	474	210	23355	284	2399
non-essential	b2008_yeeA_329_2080263_2080259_+	yeeA	1784	1371	987	1415	1417	1123	1126	4387	3341	1102	1196
