character	guide_name	genename	initial_library	LB_1	LB_2	BE_1	BE_2	killing_1	killing_2	M9_1	M9_2	MOPS_1	MOPS_2
essential_in_both	b3960_argH_220_4157069_4157065_+	argH	1837	1461	1277	1421	1609	495	620	417	401	597	858
essential_in_both	b3960_argH_223_4157072_4157068_+	argH	2454	1567	1325	1420	1555	690	801	46	126	89	208
essential_in_both	b3960_argH_260_4157109_4157094_-	argH	2707	1991	1614	2078	2298	3262	4048	2042	2527	3380	5809
essential_in_both	b3960_argH_260_4157109_4157095_-	argH	2654	2320	1737	2170	2413	3430	4134	2609	2684	4294	5777
essential_in_both	b3960_argH_334_4157183_4157178_+	argH	2598	2252	1739	2187	2351	3235	3693	2486	1899	3739	3924
essential_in_both	b3960_argH_359_4157208_4157193_-	argH	3558	2510	1932	2501	2685	2164	2590	1701	1562	2675	3339
essential_in_both	b3960_argH_359_4157208_4157196_-	argH	1206	641	503	637	686	601	916	450	456	756	1067
essential_in_both	b3960_argH_400_4157249_4157244_+	argH	1654	1192	929	1047	1210	618	808	123	447	148	363
essential_in_both	b3960_argH_400_4157249_4157245_+	argH	3576	2175	1585	1896	1945	1101	1336	159	225	288	434
essential_in_both	b3960_argH_406_4157255_4157248_+	argH	4632	3537	2825	3472	3717	2487	2838	835	387	401	454
essential_in_both	b3960_argH_430_4157279_4157272_+	argH	1860	933	796	557	608	229	263	187	20	223	49
essential_in_both	b3960_argH_430_4157279_4157274_+	argH	1750	1258	1020	882	978	1235	1647	674	611	1115	1325
essential_in_both	b3960_argH_430_4157279_4157275_+	argH	1490	1162	888	1107	1135	1254	1291	471	624	664	978
essential_in_both	b3960_argH_439_4157288_4157284_+	argH	2205	1366	1159	1307	1503	946	1326	235	212	356	373
essential_in_both	b3960_argH_472_4157321_4157314_+	argH	2176	1009	807	735	750	504	654	173	201	234	443
essential_in_both	b3960_argH_472_4157321_4157316_+	argH	1305	1096	752	1234	1238	1223	1298	1322	635	654	908
essential_in_both	b3960_argH_481_4157330_4157323_+	argH	5388	4327	3274	4719	4884	6324	7767	2182	1756	2486	3174
essential_in_both	b3960_argH_481_4157330_4157325_+	argH	5115	3931	3009	4136	4393	2590	2845	650	451	634	759
essential_in_both	b3960_argH_503_4157352_4157337_-	argH	1560	1118	887	1236	1163	440	430	173	208	281	459
essential_in_both	b3960_argH_550_4157399_4157393_+	argH	3613	1229	992	616	661	98	119	7	7	3	19
essential_in_both	b3960_argH_631_4157480_4157475_+	argH	2595	1727	1372	1306	1414	718	772	491	256	564	442
essential_in_both	b3960_argH_631_4157480_4157476_+	argH	1569	974	835	721	924	377	450	161	474	171	319
non-essential	b3989_yjaZ_7_4189792_4189786_+	yjaZ	725	528	302	438	388	170	186	126	211	153	236
non-essential	b3989_yjaZ_7_4189792_4189787_+	yjaZ	725	552	359	511	491	64	71	65	40	55	38
non-essential	b3989_yjaZ_23_4189808_4189795_-	yjaZ	4814	2968	2386	2574	2653	1422	1716	9295	2040	2856	3588
non-essential	b3989_yjaZ_25_4189810_4189805_+	yjaZ	2193	1778	1274	1431	1595	873	849	1599	526	634	695
non-essential	b3989_yjaZ_25_4189810_4189806_+	yjaZ	4417	1983	1566	1186	1218	102	109	38	7	51	11
non-essential	b3989_yjaZ_82_4189867_4189862_+	yjaZ	884	560	380	496	505	290	269	363	1452	210	248
non-essential	b3989_yjaZ_97_4189882_4189878_+	yjaZ	1266	990	706	1225	1006	649	815	871	2021	673	691
non-essential	b3989_yjaZ_137_4189922_4189907_-	yjaZ	1830	1243	969	1449	1418	714	915	265	576	302	638
non-essential	b3989_yjaZ_199_4189984_4189980_+	yjaZ	1274	613	501	587	723	201	292	45	59	46	100
non-essential	b3989_yjaZ_244_4190029_4190025_+	yjaZ	1811	1285	1009	1415	1393	355	422	610	418	252	331
non-essential	b3989_yjaZ_3_4189788_4189775_-	yjaZ	2280	1264	963	937	970	177	249	145	202	180	121
non-essential	b3999_yjaG_7_4199510_4199505_+	yjaG	1303	1038	819	899	965	146	184	53	22	32	35
non-essential	b3999_yjaG_49_4199552_4199547_+	yjaG	1167	938	669	820	765	227	273	151	74	191	172
non-essential	b3999_yjaG_49_4199552_4199548_+	yjaG	944	601	451	367	433	72	78	32	27	59	82
non-essential	b3999_yjaG_112_4199615_4199608_+	yjaG	7210	4575	3424	3997	3926	1338	1474	579	336	532	719
non-essential	b3999_yjaG_112_4199615_4199609_+	yjaG	4389	3173	2308	2707	2858	3789	4381	2256	2839	2212	3233
non-essential	b3999_yjaG_112_4199615_4199611_+	yjaG	8271	5140	3808	4124	4211	894	902	375	400	449	533
non-essential	b3999_yjaG_115_4199618_4199614_+	yjaG	1220	850	742	710	702	107	118	13	0	32	10
non-essential	b3999_yjaG_167_4199670_4199656_-	yjaG	1661	1065	954	929	1140	1683	2405	649	1122	822	1474
non-essential	b3999_yjaG_211_4199714_4199707_+	yjaG	1855	1686	1203	1697	1698	1085	1265	909	1643	998	1714
non-essential	b3999_yjaG_211_4199714_4199710_+	yjaG	1625	1181	860	987	1073	262	264	131	170	175	388
essential_in_both	b4005_purD_50_4205882_4205877_+	purD	4643	3770	2872	3597	3958	5510	6997	223	714	131	141
essential_in_both	b4005_purD_61_4205871_4205859_-	purD	2161	1722	1452	1920	1961	2074	2766	2983	3372	1943	3063
essential_in_both	b4005_purD_61_4205871_4205857_-	purD	6831	4970	3971	4973	5426	3669	4667	279	2869	226	217
essential_in_both	b4005_purD_130_4205802_4205790_-	purD	1183	1037	735	1023	1101	605	460	299	271	258	462
essential_in_both	b4005_purD_130_4205802_4205789_-	purD	1901	942	797	916	938	44	34	0	2	0	11
essential_in_both	b4005_purD_130_4205802_4205787_-	purD	994	538	417	632	692	45	31	1	0	0	0
essential_in_both	b4005_purD_181_4205751_4205739_-	purD	531	404	387	425	473	232	353	148	338	155	306
essential_in_both	b4005_purD_298_4205634_4205619_-	purD	3097	2525	2139	2584	2827	1871	2249	39	40	39	13
essential_in_both	b4005_purD_367_4205565_4205553_-	purD	1255	793	571	596	633	160	182	1	1	6	0
essential_in_both	b4005_purD_367_4205565_4205550_-	purD	1791	944	754	779	861	101	137	248	30	49	79
essential_in_both	b4005_purD_637_4205295_4205283_-	purD	1219	589	445	405	410	290	384	3	4	1	2
essential_in_both	b4005_purD_637_4205295_4205280_-	purD	2147	1165	860	1179	1159	511	526	14	5	5	3
essential_in_both	b4006_purH_4_4207529_4207517_-	purH	1097	435	333	285	279	211	257	120	41	158	99
essential_in_both	b4006_purH_7_4207526_4207513_-	purH	1039	750	538	581	569	176	146	25	26	25	54
essential_in_both	b4006_purH_73_4207460_4207447_-	purH	3952	2805	2093	2932	3015	1389	1823	53	40	55	65
essential_in_both	b4006_purH_73_4207460_4207445_-	purH	7107	4695	3529	4787	4656	1255	1779	15	55	10	110
essential_in_both	b4006_purH_253_4207280_4207266_-	purH	2233	1873	1244	1669	1578	424	437	116	44	178	89
essential_in_both	b4006_purH_253_4207280_4207265_-	purH	2086	1534	1101	1237	1302	359	414	16	6	39	6
essential_in_both	b4006_purH_280_4207253_4207241_-	purH	4010	2811	2186	2532	2665	331	406	39	16	27	20
essential_in_both	b4006_purH_286_4207247_4207235_-	purH	2220	793	570	576	586	1264	1436	16	6	1	0
essential_in_both	b4006_purH_286_4207247_4207233_-	purH	3672	1977	1610	1646	1819	257	295	2	5	1	0
essential_in_both	b4006_purH_286_4207247_4207232_-	purH	4994	2969	2125	2412	2452	211	224	2	1	0	0
essential_in_both	b4006_purH_328_4207205_4207193_-	purH	1479	1185	1028	1254	1354	941	1251	346	330	384	416
essential_in_both	b4006_purH_328_4207205_4207190_-	purH	2200	1558	1293	1713	1912	1540	1944	48	38	59	43
essential_in_both	b4006_purH_703_4206830_4206815_-	purH	1792	787	611	952	946	118	139	15	49	9	28
essential_in_both	b4006_purH_760_4206773_4206761_-	purH	3402	2233	1789	2235	2449	3573	4524	1055	1680	1283	2145
essential_in_both	b4006_purH_3_4207530_4207524_+	purH	1755	1199	966	1043	1075	292	291	23	28	24	22
essential_in_both	b4006_purH_3_4207530_4207523_+	purH	2014	1508	1406	1314	1607	608	783	368	233	380	195
essential_in_both	b4013_metA_190_4214469_4214464_+	metA	904	629	522	606	735	382	456	250	173	379	339
essential_in_both	b4013_metA_202_4214481_4214474_+	metA	1062	855	642	983	1064	1063	1117	1097	1599	1241	1370
essential_in_both	b4013_metA_286_4214565_4214558_+	metA	1207	980	796	807	974	1124	1618	1034	1182	1003	1405
essential_in_both	b4013_metA_286_4214565_4214561_+	metA	1404	700	488	518	438	128	106	64	40	85	96
essential_in_both	b4013_metA_292_4214571_4214566_+	metA	2491	2023	1539	1934	2045	1628	2000	596	675	650	1361
essential_in_both	b4013_metA_367_4214646_4214641_+	metA	3035	2115	1849	2207	2464	3697	4791	6739	7668	6197	10549
essential_in_both	b4013_metA_367_4214646_4214642_+	metA	3097	2183	1630	2004	2043	706	711	320	339	555	646
essential_in_both	b4013_metA_376_4214655_4214650_+	metA	2374	1747	1508	1246	1577	2674	3794	1012	1162	1262	2334
essential_in_both	b4013_metA_389_4214668_4214654_-	metA	4078	3497	2807	3292	3388	5530	6260	4410	7954	5380	7648
essential_in_both	b4013_metA_428_4214707_4214692_-	metA	3538	2682	2147	2618	2715	3344	3525	2452	2559	2927	4586
essential_in_both	b4013_metA_428_4214707_4214695_-	metA	1603	924	740	942	1042	1636	2031	1428	1213	2222	2879
non-essential	b4028_yjbG_10_4236906_4236901_+	yjbG	839	667	526	599	577	745	893	660	678	787	946
non-essential	b4028_yjbG_167_4237063_4237048_-	yjbG	4107	2460	1769	2263	2168	2204	2581	1634	1663	511	623
non-essential	b4028_yjbG_167_4237063_4237050_-	yjbG	3349	2300	1753	1994	2131	1946	2277	667	5143	782	854
non-essential	b4028_yjbG_170_4237066_4237053_-	yjbG	2747	2051	1766	2205	2412	1628	1695	1851	2800	1357	1302
non-essential	b4028_yjbG_220_4237116_4237111_+	yjbG	1376	1089	842	1295	1409	850	915	1081	296	733	500
non-essential	b4028_yjbG_226_4237122_4237116_+	yjbG	3102	2421	1856	2456	2588	1588	1858	773	1459	848	1787
non-essential	b4028_yjbG_226_4237122_4237117_+	yjbG	3065	2504	1833	2821	2592	1421	1565	1339	345	552	632
non-essential	b4028_yjbG_253_4237149_4237143_+	yjbG	2305	1628	1344	1827	2020	2260	2822	1261	1154	1296	1625
non-essential	b4028_yjbG_253_4237149_4237145_+	yjbG	1578	1159	980	1246	1545	1093	1455	756	1285	762	1729
non-essential	b4028_yjbG_304_4237200_4237195_+	yjbG	1400	1167	836	1108	1004	1275	1438	832	1419	1061	1309
non-essential	b4028_yjbG_307_4237203_4237199_+	yjbG	1463	994	843	1088	1201	195	231	110	210	182	398
non-essential	b4028_yjbG_313_4237209_4237204_+	yjbG	4469	2008	1823	1758	1871	176	198	40	83	83	213
non-essential	b4028_yjbG_313_4237209_4237205_+	yjbG	3289	1863	1444	1566	1624	160	122	12	1	4	1
non-essential	b4028_yjbG_3_4236899_4236885_-	yjbG	809	594	493	635	685	453	692	792	188	260	168
non-essential	b4035_malK_13_4246796_4246791_+	malK	1487	1148	876	1144	1121	721	701	836	787	670	489
non-essential	b4035_malK_19_4246802_4246795_+	malK	1378	450	369	256	281	25	22	8	7	6	13
non-essential	b4035_malK_334_4247117_4247110_+	malK	1294	754	580	667	684	74	59	5	2	7	8
non-essential	b4035_malK_334_4247117_4247112_+	malK	592	406	327	414	426	603	725	467	450	693	756
non-essential	b4035_malK_334_4247117_4247113_+	malK	676	472	372	468	489	131	123	93	52	40	98
non-essential	b4035_malK_364_4247147_4247142_+	malK	3073	2572	1908	2438	2446	1595	1694	2223	1872	1845	2360
non-essential	b4035_malK_364_4247147_4247143_+	malK	5622	4189	3594	4166	4639	2514	2709	3564	5140	3008	4322
non-essential	b4035_malK_412_4247195_4247188_+	malK	1896	1114	788	640	667	281	391	292	165	290	321
non-essential	b4035_malK_412_4247195_4247190_+	malK	1313	823	623	470	454	182	226	51	145	71	168
non-essential	b4035_malK_418_4247201_4247194_+	malK	686	559	427	482	509	571	714	514	727	370	762
non-essential	b4035_malK_418_4247201_4247195_+	malK	987	561	407	328	355	224	235	300	302	192	86
non-essential	b4035_malK_3_4246786_4246772_-	malK	2944	2491	1752	1738	1852	1141	1277	6964	11650	898	1290
non-essential	b4073_nrfD_47_4290522_4290510_-	nrfD	2658	2054	1758	2061	2339	1191	1450	564	691	526	601
non-essential	b4073_nrfD_130_4290605_4290598_+	nrfD	4524	3373	2917	2823	3442	3716	4638	1988	2785	2260	3807
non-essential	b4073_nrfD_236_4290711_4290697_-	nrfD	3442	2228	1659	1765	1680	387	315	203	98	282	117
non-essential	b4073_nrfD_236_4290711_4290698_-	nrfD	2237	1516	1252	1341	1471	859	1082	3892	1290	811	1199
non-essential	b4073_nrfD_237_4290712_4290700_-	nrfD	1917	998	725	616	608	209	252	18	14	26	16
non-essential	b4073_nrfD_245_4290720_4290705_-	nrfD	2205	1881	1365	1852	1836	2925	3220	2100	2572	2739	3965
non-essential	b4073_nrfD_304_4290779_4290772_+	nrfD	2019	1326	1175	1505	1596	144	169	79	100	75	27
non-essential	b4073_nrfD_304_4290779_4290774_+	nrfD	1650	1041	743	696	887	153	204	127	186	140	194
non-essential	b4073_nrfD_370_4290845_4290840_+	nrfD	1100	913	716	924	979	831	1064	411	392	534	724
non-essential	b4073_nrfD_373_4290848_4290843_+	nrfD	1267	943	785	948	1057	666	770	543	431	481	666
non-essential	b4073_nrfD_380_4290855_4290843_-	nrfD	1732	1134	929	1038	1116	746	998	667	622	883	1205
non-essential	b4073_nrfD_381_4290856_4290844_-	nrfD	3290	1982	1559	1453	1521	503	593	4359	437	641	573
non-essential	b4073_nrfD_403_4290878_4290873_+	nrfD	1467	1070	886	947	1073	651	729	489	298	558	471
non-essential	b4073_nrfD_3_4290478_4290464_-	nrfD	1516	1088	778	1127	1090	315	315	487	136	258	156
non-essential	b4078_yjcO_73_4297053_4297041_-	yjcO	709	232	184	100	105	27	48	19	29	32	59
non-essential	b4078_yjcO_73_4297053_4297038_-	yjcO	1476	853	639	755	700	388	428	592	316	704	699
non-essential	b4078_yjcO_112_4297014_4297002_-	yjcO	2244	1653	1233	1886	1951	1518	1775	3245	1801	1858	2474
non-essential	b4078_yjcO_171_4296955_4296948_+	yjcO	1524	1006	819	850	1081	1040	1176	496	553	737	809
non-essential	b4078_yjcO_175_4296951_4296938_-	yjcO	1673	830	683	609	662	375	473	100	60	80	108
non-essential	b4078_yjcO_175_4296951_4296936_-	yjcO	4118	2632	1993	2698	2926	237	258	63	43	83	82
non-essential	b4078_yjcO_262_4296864_4296852_-	yjcO	3426	2239	1827	1922	2159	780	1039	386	764	611	948
non-essential	b4078_yjcO_262_4296864_4296849_-	yjcO	2794	1563	1226	2426	2297	149	178	38	57	57	106
non-essential	b4078_yjcO_292_4296834_4296822_-	yjcO	3145	1862	1447	1451	1562	75	127	54	4	49	25
non-essential	b4078_yjcO_292_4296834_4296819_-	yjcO	2883	1908	1627	2406	2544	56	56	20	11	20	20
non-essential	b4078_yjcO_3_4297123_4297119_+	yjcO	586	479	311	380	416	408	381	423	601	478	581
non-essential	b4092_phnP_40_4315063_4315050_-	phnP	3505	2352	1844	2134	2276	1517	1688	2641	3296	2082	3306
non-essential	b4092_phnP_40_4315063_4315049_-	phnP	3694	2888	2367	3370	3770	1919	2021	3501	2832	3398	3771
non-essential	b4092_phnP_40_4315063_4315048_-	phnP	2405	1955	1549	2338	2388	1350	1384	3322	3474	2529	2601
non-essential	b4092_phnP_56_4315047_4315043_+	phnP	1554	1380	1066	1259	1392	655	672	469	716	336	487
non-essential	b4092_phnP_56_4315047_4315041_+	phnP	2014	1605	1165	1262	1272	2088	2014	6290	6492	2487	2505
non-essential	b4092_phnP_100_4315003_4314989_-	phnP	1797	1052	929	931	948	504	542	444	2048	385	517
non-essential	b4092_phnP_112_4314991_4314979_-	phnP	2818	2100	1589	2048	2127	2280	2493	7727	8285	3075	3873
non-essential	b4092_phnP_112_4314991_4314976_-	phnP	3600	2607	2057	2667	3110	4097	4989	5664	5089	4532	6274
non-essential	b4092_phnP_191_4314912_4314907_+	phnP	3689	2182	1590	1701	1542	377	332	174	79	227	118
non-essential	b4092_phnP_247_4314856_4314842_-	phnP	4429	3568	2746	3809	4174	3738	4342	1663	2599	1385	1936
non-essential	b4092_phnP_269_4314834_4314828_+	phnP	3054	2112	1691	2142	2432	3300	3718	3466	3706	2313	3959
non-essential	b4092_phnP_313_4314790_4314776_-	phnP	1284	837	629	792	758	264	268	68	64	90	98
non-essential	b4092_phnP_3_4315100_4315095_+	phnP	5261	3610	2772	3156	3378	1675	1605	859	1024	1188	1111
non-essential	b4092_phnP_3_4315100_4315094_+	phnP	3350	2670	2145	2474	2560	4345	5289	3060	3596	3938	6593
non-essential	b4097_phnK_7_4318758_4318746_-	phnK	1233	531	399	377	368	71	69	5	52	4	153
non-essential	b4097_phnK_254_4318511_4318506_+	phnK	3052	1902	1487	1597	1874	2621	3425	1954	2783	1373	2111
non-essential	b4097_phnK_254_4318511_4318505_+	phnK	3286	2075	1651	1874	2066	3407	4494	6010	4557	2480	3466
non-essential	b4097_phnK_268_4318497_4318485_-	phnK	1761	1324	1005	1245	1319	719	880	1182	1181	1150	1438
non-essential	b4097_phnK_268_4318497_4318484_-	phnK	1164	546	453	433	524	95	112	18	30	33	69
non-essential	b4097_phnK_295_4318470_4318458_-	phnK	7946	5901	4683	5648	5961	5427	7099	4417	8147	4734	6991
non-essential	b4097_phnK_295_4318470_4318457_-	phnK	5260	3928	3230	3838	4246	2635	3307	2004	2374	1696	2303
non-essential	b4097_phnK_376_4318389_4318377_-	phnK	2626	1261	954	1280	1311	674	761	269	101	288	192
non-essential	b4097_phnK_376_4318389_4318375_-	phnK	3220	2378	1977	2677	2685	3207	3697	1328	1463	1063	1238
non-essential	b4097_phnK_376_4318389_4318374_-	phnK	2461	1859	1467	2272	2334	1819	2105	1376	812	633	713
non-essential	b4099_phnI_55_4320609_4320596_-	phnI	5106	4119	3270	3974	4234	2035	2636	1127	791	1038	1214
non-essential	b4099_phnI_55_4320609_4320594_-	phnI	2046	1512	1208	1771	1731	928	1278	199	511	239	322
non-essential	b4099_phnI_64_4320600_4320585_-	phnI	2079	1662	1306	1988	1895	1054	1148	712	669	670	953
non-essential	b4099_phnI_70_4320594_4320580_-	phnI	1616	1392	1040	1373	1483	838	987	497	434	557	682
non-essential	b4099_phnI_115_4320549_4320537_-	phnI	2357	1710	1277	1700	1768	795	883	312	199	145	319
non-essential	b4099_phnI_115_4320549_4320535_-	phnI	1022	385	338	287	296	6	27	4	7	4	37
non-essential	b4099_phnI_115_4320549_4320534_-	phnI	1823	1026	786	866	887	254	216	122	32	77	68
non-essential	b4099_phnI_118_4320546_4320531_-	phnI	2175	1324	1079	1242	1330	565	780	291	257	373	467
non-essential	b4099_phnI_196_4320468_4320453_-	phnI	4030	2775	2424	3403	3825	1023	1240	320	843	494	546
non-essential	b4099_phnI_445_4320219_4320204_-	phnI	3699	1772	1408	1453	1527	463	453	95	16	76	41
non-essential	b4099_phnI_484_4320180_4320165_-	phnI	4848	4150	3240	4095	4392	10811	12981	7736	7126	4885	5919
non-essential	b4120_melB_161_4343529_4343516_-	melB	4249	2448	2092	2008	2457	4811	6411	6911	10983	6387	12113
non-essential	b4120_melB_191_4343559_4343545_-	melB	1915	783	569	605	634	781	1108	669	914	553	971
non-essential	b4120_melB_208_4343576_4343571_+	melB	2101	1491	1283	1493	1495	3266	4094	3750	4195	2866	4640
non-essential	b4120_melB_218_4343586_4343574_-	melB	1407	700	657	556	677	685	945	187	581	318	477
non-essential	b4120_melB_313_4343681_4343675_+	melB	1333	898	751	703	853	360	345	184	104	245	148
non-essential	b4120_melB_313_4343681_4343677_+	melB	1083	474	333	305	301	179	205	73	135	95	219
non-essential	b4120_melB_347_4343715_4343701_-	melB	4431	3592	2729	3401	3663	4772	6564	5266	7494	3642	4234
non-essential	b4120_melB_427_4343795_4343790_+	melB	2420	1846	1249	1499	1650	522	551	247	216	314	442
non-essential	b4120_melB_538_4343906_4343899_+	melB	2054	1126	841	891	883	303	303	3180	96	498	162
non-essential	b4120_melB_628_4343996_4343989_+	melB	3129	1836	1410	1376	1454	274	285	64	80	55	188
non-essential	b4120_melB_628_4343996_4343990_+	melB	2217	1305	1064	1046	1035	219	228	61	137	96	256
non-essential	b4120_melB_694_4344062_4344057_+	melB	4032	2688	2055	2245	2339	951	929	336	961	337	228
non-essential	b4120_melB_694_4344062_4344058_+	melB	4274	1790	1384	1197	1191	757	810	269	226	294	237
non-essential	b4120_melB_3_4343371_4343358_-	melB	1157	912	588	827	777	636	792	541	571	789	867
non-essential	b4135_yjdC_4_4363305_4363291_-	yjdC	1189	830	711	760	902	430	481	108	160	130	228
non-essential	b4135_yjdC_4_4363305_4363290_-	yjdC	974	727	594	641	678	91	83	2	11	3	28
non-essential	b4135_yjdC_125_4363184_4363179_+	yjdC	1887	1520	1161	1245	1516	818	1056	497	405	569	730
non-essential	b4135_yjdC_172_4363137_4363124_-	yjdC	987	823	591	798	811	653	684	444	222	440	447
non-essential	b4135_yjdC_172_4363137_4363123_-	yjdC	664	501	405	559	578	313	410	103	107	127	172
non-essential	b4135_yjdC_175_4363134_4363121_-	yjdC	1614	995	811	825	965	453	622	312	292	357	476
non-essential	b4135_yjdC_188_4363121_4363116_+	yjdC	7755	3412	2480	2310	2305	213	164	630	51	406	129
non-essential	b4135_yjdC_188_4363121_4363115_+	yjdC	8479	6182	5042	5929	6424	6317	6159	13015	11653	10333	11123
non-essential	b4135_yjdC_196_4363113_4363101_-	yjdC	5087	3847	2930	3510	3775	1365	1465	426	506	515	773
non-essential	b4135_yjdC_217_4363092_4363078_-	yjdC	2961	2209	1681	1956	1997	704	680	266	231	361	515
non-essential	b4135_yjdC_229_4363080_4363067_-	yjdC	1643	789	643	606	551	26	39	7	10	10	21
non-essential	b4135_yjdC_250_4363059_4363046_-	yjdC	2807	1191	1001	872	897	369	353	370	335	475	609
non-essential	b4135_yjdC_250_4363059_4363044_-	yjdC	1729	1266	935	1335	1198	1113	1164	1763	1245	976	897
non-essential	b4174_hflK_9_4402046_4402034_-	hflK	1334	579	477	527	458	39	20	6	0	15	0
non-essential	b4174_hflK_13_4402050_4402043_+	hflK	829	565	384	534	510	82	84	23	12	34	18
non-essential	b4174_hflK_13_4402050_4402044_+	hflK	482	304	261	360	355	174	205	7174	106	1198	234
non-essential	b4174_hflK_31_4402068_4402062_+	hflK	1551	1110	841	1013	1072	423	350	156	153	265	296
non-essential	b4174_hflK_31_4402068_4402063_+	hflK	1859	1370	1108	1482	1441	208	193	59	44	65	85
non-essential	b4174_hflK_31_4402068_4402064_+	hflK	2425	1523	1189	1450	1392	189	173	53	76	98	183
non-essential	b4174_hflK_47_4402084_4402071_-	hflK	4270	3394	2377	3217	3204	2473	2484	1878	1803	2893	2843
non-essential	b4174_hflK_106_4402143_4402139_+	hflK	3745	2793	2298	2195	2335	479	560	237	183	358	333
non-essential	b4174_hflK_208_4402245_4402240_+	hflK	2496	1910	1566	2241	2229	732	894	558	344	487	673
non-essential	b4174_hflK_223_4402260_4402253_+	hflK	2415	1532	1218	1250	1250	339	392	506	1269	277	355
non-essential	b4174_hflK_223_4402260_4402256_+	hflK	1169	1014	697	981	896	168	143	41	21	52	52
non-essential	b4174_hflK_275_4402312_4402297_-	hflK	1785	1532	1088	1376	1476	388	372	238	203	295	466
non-essential	b4174_hflK_275_4402312_4402300_-	hflK	1689	1238	1014	1020	1179	566	779	338	311	463	630
non-essential	b4174_hflK_556_4402593_4402586_+	hflK	3409	2360	1925	2241	2195	273	240	205	244	155	347
essential_in_both	b4177_purA_31_4404717_4404710_+	purA	2824	1977	1741	2095	2422	751	837	539	494	388	284
essential_in_both	b4177_purA_31_4404717_4404711_+	purA	2885	2138	1809	2199	2346	742	823	2544	4774	840	851
essential_in_both	b4177_purA_35_4404721_4404707_-	purA	1908	1351	1069	2397	2511	601	552	866	391	307	309
essential_in_both	b4177_purA_103_4404789_4404782_+	purA	2964	2020	1624	1609	1789	187	128	32	77	35	194
essential_in_both	b4177_purA_103_4404789_4404785_+	purA	2000	1627	1182	1548	1611	79	113	22	4	8	17
essential_in_both	b4177_purA_553_4405239_4405232_+	purA	1013	605	500	550	526	91	118	78	49	105	113
essential_in_both	b4177_purA_631_4405317_4405310_+	purA	4430	3680	2837	3227	3439	669	589	324	187	398	313
essential_in_both	b4177_purA_631_4405317_4405311_+	purA	2281	1681	1349	1624	1787	462	497	134	119	149	190
essential_in_both	b4177_purA_631_4405317_4405313_+	purA	6593	4914	3947	4158	4920	611	713	532	292	198	363
essential_in_both	b4177_purA_640_4405326_4405319_+	purA	1791	1481	1046	1339	1308	773	759	756	327	571	453
essential_in_both	b4245_pyrB_106_4472290_4472276_-	pyrB	3009	2235	1836	2660	2648	1700	1908	162	99	267	181
essential_in_both	b4245_pyrB_325_4472071_4472058_-	pyrB	2781	2017	1511	1721	1953	1805	2252	325	290	469	655
essential_in_both	b4245_pyrB_439_4471957_4471944_-	pyrB	2504	1723	1339	1664	1727	1781	2099	296	237	343	415
essential_in_both	b4245_pyrB_3_4472393_4472389_+	pyrB	1074	389	272	188	187	562	845	205	316	285	478
essential_in_both	b4245_pyrB_3_4472393_4472386_+	pyrB	1906	1566	1157	1408	1555	1175	1317	2044	1026	1695	2130
non-essential	b4254_argI_73_4478239_4478225_-	argI	1752	1389	1011	1164	1267	1253	1331	678	531	817	1090
non-essential	b4254_argI_178_4478134_4478122_-	argI	1580	765	555	601	668	443	592	297	316	430	678
non-essential	b4254_argI_178_4478134_4478119_-	argI	2980	1969	1386	1553	1582	686	1068	523	869	774	1804
non-essential	b4254_argI_247_4478065_4478053_-	argI	2062	648	460	369	370	69	75	6	13	1	22
non-essential	b4254_argI_247_4478065_4478051_-	argI	1996	1438	1063	1666	1630	489	455	19	3	13	21
non-essential	b4254_argI_313_4477999_4477987_-	argI	1103	647	548	533	628	773	970	881	1016	973	2007
non-essential	b4254_argI_313_4477999_4477986_-	argI	1635	912	724	772	781	535	698	443	382	602	704
non-essential	b4254_argI_377_4477935_4477930_+	argI	2017	1566	1157	1443	1544	2949	3780	2340	3068	3364	5013
non-essential	b4254_argI_377_4477935_4477928_+	argI	2822	1434	1220	1121	1089	381	387	186	139	277	362
non-essential	b4254_argI_436_4477876_4477864_-	argI	2382	1636	1363	1489	1564	1158	1540	543	498	574	931
non-essential	b4254_argI_436_4477876_4477863_-	argI	1574	1016	759	950	924	278	287	71	112	115	170
non-essential	b4254_argI_3_4478309_4478304_+	argI	7157	5252	4162	5517	5842	3109	3615	2103	2230	2976	4372
non-essential	b4254_argI_3_4478309_4478303_+	argI	4948	4040	2985	4324	4401	3728	4207	4198	4354	4592	6061
non-essential	b4290_fecB_73_4514236_4514222_-	fecB	1951	1363	1001	1111	1196	1223	1288	710	414	757	718
non-essential	b4290_fecB_112_4514197_4514183_-	fecB	3713	2981	2386	2619	3119	2739	3540	1743	1497	1169	1967
non-essential	b4290_fecB_112_4514197_4514182_-	fecB	3766	2949	2469	2849	3080	2315	2820	2234	1304	692	1003
non-essential	b4290_fecB_242_4514067_4514060_+	fecB	4860	3152	2417	2589	2696	851	1013	398	487	550	871
non-essential	b4290_fecB_244_4514065_4514052_-	fecB	1839	1247	821	899	885	639	589	700	431	744	907
non-essential	b4290_fecB_244_4514065_4514050_-	fecB	1107	814	674	717	790	562	641	499	390	804	888
non-essential	b4290_fecB_265_4514044_4514032_-	fecB	5566	3265	2610	3081	3073	544	559	164	122	184	220
non-essential	b4290_fecB_352_4513957_4513945_-	fecB	2917	2134	1574	1899	1885	1424	1622	857	780	1073	1302
